employee_id,month,department,age,tenure_years,comp_ratio,satisfaction,performance,engagement,bls_energy_index,attrition
60,20,EquityResearch,26,9.8,1.11,4.55,4.13,3.76,103.55,0
63,20,Risk,25,23.4,1.37,3.29,2.83,3.16,103.55,1
64,20,Risk,42,6.4,1.03,4.12,4.12,3.59,103.55,0
65,20,Risk,47,3.6,0.98,3.81,3.11,4.01,103.55,0
69,20,Risk,50,2.5,0.95,2.86,3.2,5.0,103.55,0
70,20,Risk,44,13.4,1.26,3.69,3.08,3.33,103.55,0
73,20,Risk,30,13.4,0.93,2.91,4.89,4.06,103.55,0
74,20,Risk,36,11.6,1.01,3.62,3.14,4.27,103.55,0
75,20,Risk,45,3.6,0.94,4.93,2.52,3.27,103.55,0
77,20,Risk,42,3.1,0.83,3.54,2.1,4.18,103.55,0
78,20,Risk,43,11.2,0.9,1.92,2.62,3.95,103.55,0
79,20,Risk,49,14.4,1.24,2.98,3.69,4.2,103.55,0
80,20,Risk,57,8.6,1.22,3.59,2.99,3.35,103.55,0
81,20,Risk,58,4.6,0.9,3.85,3.24,3.34,103.55,0
82,20,Risk,37,4.9,0.94,3.8,3.33,2.93,103.55,0
83,20,Risk,24,6.0,0.95,2.41,4.14,4.55,103.55,0
85,20,Risk,53,5.5,0.94,4.7,2.34,3.95,103.55,0
88,20,Risk,56,15.7,1.38,2.01,3.58,3.18,103.55,1
89,20,Risk,51,5.0,0.99,2.23,3.7,3.94,103.55,0
91,20,Risk,40,9.3,1.18,1.75,4.33,5.0,103.55,0
93,20,Risk,37,5.1,1.16,3.32,2.96,3.71,103.55,0
94,20,Risk,46,18.9,1.36,5.0,3.08,4.8,103.55,0
97,20,Risk,60,8.8,0.9,3.86,2.7,3.01,103.55,0
98,20,Risk,36,2.9,1.17,4.19,3.08,4.29,103.55,0
100,20,Risk,50,19.6,1.41,4.18,1.62,3.3,103.55,0
101,20,Compliance,25,9.6,0.98,3.47,3.98,3.65,103.55,0
102,20,Compliance,28,3.2,0.99,2.56,3.59,3.67,103.55,0
103,20,Compliance,40,2.5,0.93,3.47,3.05,3.07,103.55,0
104,20,Compliance,37,6.0,0.94,3.57,3.99,2.43,103.55,0
106,20,Compliance,52,2.7,0.97,3.88,3.31,4.27,103.55,0
108,20,Compliance,24,3.1,1.13,3.1,2.57,3.81,103.55,0
111,20,Compliance,37,2.5,0.81,4.35,4.41,4.62,103.55,0
115,20,Compliance,50,5.8,1.05,4.2,3.92,3.82,103.55,0
118,20,Compliance,27,7.6,1.04,3.96,2.4,3.51,103.55,0
120,20,Compliance,39,7.6,1.04,3.86,4.29,3.12,103.55,0
126,20,Compliance,42,6.7,1.01,4.52,3.24,2.66,103.55,0
127,20,Compliance,28,6.7,1.01,3.29,3.36,4.37,103.55,0
128,20,Compliance,63,6.0,0.93,4.26,2.9,2.3,103.55,1
129,20,Compliance,57,8.7,1.02,3.29,2.98,4.43,103.55,0
130,20,Compliance,47,16.2,1.26,3.64,3.27,3.71,103.55,0
133,20,Compliance,45,5.7,0.82,2.58,3.28,3.46,103.55,0
134,20,Compliance,44,3.2,0.95,2.97,3.25,3.8,103.55,0
135,20,Compliance,62,9.2,1.27,4.27,2.39,3.75,103.55,0
136,20,WealthManagement,25,3.7,1.02,3.68,4.04,3.97,103.55,0
138,20,WealthManagement,60,4.5,0.98,2.93,4.77,3.8,103.55,1
139,20,WealthManagement,55,5.6,0.97,3.5,3.18,2.98,103.55,0
142,20,WealthManagement,62,6.3,1.08,3.84,3.64,2.96,103.55,0
144,20,WealthManagement,38,8.8,1.1,3.95,3.28,3.88,103.55,0
149,20,WealthManagement,34,9.1,1.26,3.8,2.85,4.09,103.55,0
150,20,WealthManagement,40,12.5,1.26,4.27,3.67,3.23,103.55,0
151,20,WealthManagement,45,2.5,0.89,2.81,2.82,4.13,103.55,0
152,20,WealthManagement,57,6.7,0.91,3.6,4.91,2.97,103.55,0
153,20,WealthManagement,33,11.0,1.2,3.58,3.09,4.67,103.55,0
155,20,WealthManagement,29,7.3,0.94,1.94,2.56,3.94,103.55,1
156,20,WealthManagement,40,5.9,1.04,3.66,3.09,4.06,103.55,0
157,20,WealthManagement,34,15.3,1.16,2.54,3.66,3.63,103.55,0
158,20,WealthManagement,46,6.6,1.12,2.96,4.06,4.75,103.55,0
162,20,WealthManagement,45,2.8,0.97,2.95,3.03,3.69,103.55,1
165,20,WealthManagement,54,10.0,0.82,3.14,3.21,4.21,103.55,0
167,20,WealthManagement,50,8.5,1.1,5.0,1.48,2.95,103.55,0
170,20,WealthManagement,54,12.9,1.14,3.42,3.49,3.01,103.55,0
171,20,WealthManagement,46,19.1,1.43,2.23,2.98,4.02,103.55,0
172,20,WealthManagement,30,5.1,1.18,3.25,3.73,4.96,103.55,0
175,20,WealthManagement,34,5.1,0.94,2.97,1.34,2.97,103.55,0
176,20,WealthManagement,28,10.0,1.09,3.57,4.1,4.05,103.55,0
180,20,WealthManagement,41,11.0,1.03,3.2,2.11,4.38,103.55,0
182,20,WealthManagement,27,3.9,1.06,4.13,2.89,3.77,103.55,0
185,20,WealthManagement,53,13.2,1.07,3.62,3.38,3.0,103.55,0
187,20,RetailBanking,45,10.6,0.97,2.54,2.52,3.83,103.55,0
190,20,RetailBanking,36,4.0,0.96,2.07,4.03,3.34,103.55,0
191,20,RetailBanking,50,4.8,0.85,4.47,3.41,2.85,103.55,0
192,20,RetailBanking,29,4.8,0.76,4.4,3.39,4.05,103.55,0
194,20,RetailBanking,25,15.5,1.3,3.7,2.69,4.35,103.55,0
196,20,RetailBanking,45,8.8,1.04,3.72,3.84,2.76,103.55,0
197,20,RetailBanking,36,2.6,0.9,4.68,4.07,4.38,103.55,0
198,20,RetailBanking,57,14.5,1.27,3.82,3.32,3.97,103.55,0
200,20,RetailBanking,27,3.8,0.94,2.98,4.23,3.47,103.55,0
201,20,RetailBanking,30,3.0,1.13,3.49,3.6,2.95,103.55,0
202,20,RetailBanking,33,2.5,0.88,2.38,3.69,3.95,103.55,0
203,20,RetailBanking,45,6.3,1.05,4.67,2.1,4.56,103.55,0
206,20,RetailBanking,52,2.5,0.85,2.95,2.06,3.94,103.55,0
208,20,RetailBanking,47,3.3,0.95,4.6,4.26,3.62,103.55,0
209,20,RetailBanking,43,2.6,0.97,2.73,4.23,3.73,103.55,0
210,20,RetailBanking,58,8.2,1.26,4.49,2.69,3.29,103.55,0
212,20,RetailBanking,29,3.2,0.83,3.09,3.09,5.0,103.55,0
214,20,RetailBanking,52,4.2,0.98,3.95,3.33,3.43,103.55,0
215,20,RetailBanking,29,8.5,0.97,3.33,3.43,3.11,103.55,0
216,20,RetailBanking,56,13.6,1.14,4.47,3.43,3.67,103.55,0
218,20,RetailBanking,36,3.6,0.81,2.48,4.12,3.61,103.55,0
219,20,RetailBanking,58,13.1,1.17,4.29,4.04,3.7,103.55,0
220,20,RetailBanking,43,8.8,1.16,4.75,2.38,5.0,103.55,0
223,20,RetailBanking,30,2.9,0.84,3.19,2.24,3.42,103.55,0
226,20,RetailBanking,34,4.6,1.01,2.2,2.32,3.82,103.55,0
227,20,RetailBanking,46,6.5,1.13,4.21,2.71,3.73,103.55,0
228,20,RetailBanking,53,6.8,1.08,3.18,2.23,2.95,103.55,0
229,20,RetailBanking,49,7.0,1.1,3.7,3.37,4.75,103.55,0
230,20,RetailBanking,53,10.9,1.32,2.46,2.98,4.61,103.55,0
231,20,RetailBanking,35,12.8,1.16,3.57,3.02,3.77,103.55,0
234,20,RetailBanking,33,2.7,0.97,2.68,3.3,3.79,103.55,0
237,20,RetailBanking,47,9.9,1.03,4.66,3.58,3.57,103.55,0
238,20,RetailBanking,44,2.9,0.88,4.28,3.29,5.0,103.55,0
240,20,RetailBanking,35,25.2,1.45,3.5,3.52,3.66,103.55,0
242,20,RetailBanking,46,4.6,0.96,3.05,3.37,3.72,103.55,0
245,20,RetailBanking,53,4.7,1.13,4.1,3.92,3.7,103.55,0
247,20,Fintech,37,3.6,0.88,2.68,2.74,4.95,103.55,0
249,20,Fintech,49,5.7,0.85,4.36,2.24,3.69,103.55,0
250,20,Fintech,55,3.4,0.99,3.86,2.28,4.2,103.55,0
251,20,Fintech,58,3.5,0.95,4.21,2.66,3.43,103.55,0
254,20,Fintech,27,4.0,1.02,3.19,3.25,3.02,103.55,0
255,20,Fintech,43,11.0,1.11,3.91,2.41,4.68,103.55,0
257,20,Fintech,42,2.9,0.94,3.26,3.39,3.62,103.55,0
258,20,Fintech,53,2.5,0.89,3.38,2.89,3.78,103.55,0
259,20,Fintech,37,7.2,1.02,2.07,3.53,3.8,103.55,0
261,20,Fintech,47,10.9,1.02,4.4,4.06,4.19,103.55,0
263,20,Fintech,34,4.5,1.04,3.91,3.35,3.64,103.55,0
265,20,Fintech,33,35.0,1.69,4.35,2.75,3.94,103.55,1
266,20,Fintech,35,3.0,0.94,3.31,3.93,4.04,103.55,0
267,20,Fintech,48,8.4,1.06,4.33,3.4,3.89,103.55,0
268,20,Fintech,31,4.6,0.96,4.22,2.81,3.43,103.55,0
269,20,Fintech,47,9.2,0.98,4.92,4.2,2.82,103.55,0
270,20,Fintech,25,2.8,0.89,1.94,3.39,3.16,103.55,0
272,20,Fintech,25,6.2,0.9,3.58,2.45,3.47,103.55,0
273,20,Fintech,32,3.6,0.97,2.49,3.22,3.89,103.55,0
274,20,Fintech,62,16.5,1.26,3.97,1.16,4.51,103.55,0
276,20,Operations,57,4.6,0.92,3.26,2.49,4.32,103.55,1
280,20,Operations,54,2.5,0.73,3.31,2.48,4.34,103.55,0
286,20,Operations,24,10.7,1.17,3.58,3.14,3.48,103.55,0
288,20,Operations,24,12.9,1.35,3.22,4.44,4.2,103.55,0
290,20,Operations,61,6.3,0.96,3.84,2.27,2.92,103.55,0
291,20,Operations,35,9.1,1.1,4.39,2.85,4.2,103.55,0
292,20,Operations,25,5.4,1.04,4.48,2.5,3.98,103.55,0
295,20,Operations,61,18.6,1.25,2.41,4.41,3.96,103.55,0
296,20,Operations,44,5.7,1.04,3.43,3.57,3.68,103.55,0
297,20,Operations,25,3.3,0.75,3.64,2.3,3.78,103.55,0
298,20,Operations,39,6.5,0.97,3.89,2.39,3.9,103.55,0
300,20,Operations,57,14.3,1.32,4.13,3.81,3.32,103.55,0
302,20,Operations,58,3.9,1.0,3.55,3.84,3.92,103.55,0
303,20,Operations,39,4.8,1.0,3.87,3.74,4.13,103.55,0
304,20,Operations,44,3.9,0.96,3.72,4.74,3.49,103.55,0
306,20,WealthManagement,31,2.0,1.06,2.84,3.55,4.44,103.55,0
307,20,Fintech,26,2.0,1.19,3.09,2.89,4.69,103.55,0
308,20,WealthManagement,34,2.0,1.48,4.17,3.02,4.14,103.55,0
309,20,Operations,28,2.0,1.25,2.55,2.6,3.87,103.55,0
312,20,Compliance,43,2.0,0.94,4.81,4.55,2.8,103.55,0
314,20,Operations,26,1.9,1.18,3.34,2.89,3.51,103.55,0
316,20,Compliance,54,1.9,1.06,4.37,3.0,3.42,103.55,0
318,20,WealthManagement,25,1.9,0.99,3.28,4.02,4.35,103.55,0
320,20,Compliance,41,1.8,1.02,4.96,3.82,4.58,103.55,0
322,20,Fintech,60,1.8,0.95,2.72,4.33,3.86,103.55,0
323,20,Operations,57,1.7,1.04,2.48,3.11,3.92,103.55,0
327,20,InvestmentBanking,59,1.7,0.94,3.07,3.4,3.6,103.55,0
329,20,WealthManagement,58,1.7,1.22,3.06,4.22,4.26,103.55,0
331,20,Compliance,32,1.7,1.06,1.42,3.67,4.95,103.55,0
332,20,EquityResearch,48,1.6,0.89,2.72,3.48,3.41,103.55,0
334,20,InvestmentBanking,55,1.6,1.13,4.1,3.35,4.46,103.55,0
335,20,Operations,41,1.6,0.95,3.24,2.99,4.49,103.55,0
336,20,Risk,42,1.6,0.76,2.99,2.98,2.86,103.55,0
337,20,Operations,29,1.6,1.06,3.34,3.18,4.81,103.55,0
338,20,RetailBanking,39,1.6,0.91,3.5,2.74,3.84,103.55,0
339,20,Fintech,58,1.5,1.12,4.04,3.34,3.92,103.55,0
340,20,InvestmentBanking,26,1.5,0.98,2.78,4.15,4.67,103.55,0
341,20,RetailBanking,56,1.5,0.97,3.48,2.68,4.5,103.55,0
343,20,Operations,27,1.5,0.66,4.09,2.11,3.6,103.55,0
344,20,RetailBanking,25,1.5,1.22,4.18,3.09,4.43,103.55,0
345,20,Risk,51,1.5,1.09,3.15,3.79,3.89,103.55,0
346,20,EquityResearch,62,1.5,0.86,4.19,3.64,3.19,103.55,1
347,20,Fintech,52,1.4,1.23,4.75,3.14,4.5,103.55,0
348,20,WealthManagement,34,1.4,1.44,2.66,2.79,2.71,103.55,0
349,20,Risk,49,1.4,1.3,2.37,3.37,3.6,103.55,1
350,20,Risk,57,1.4,0.79,4.87,4.66,3.86,103.55,0
351,20,RetailBanking,37,1.4,1.52,3.56,3.19,3.46,103.55,0
354,20,EquityResearch,46,1.4,1.02,4.45,3.51,4.6,103.55,0
359,20,Operations,38,1.2,1.19,5.0,2.45,3.71,103.55,0
360,20,Risk,33,1.2,1.18,4.68,3.49,3.19,103.55,0
362,20,Operations,37,1.2,1.26,3.5,3.76,3.11,103.55,0
363,20,Compliance,52,1.2,0.87,3.52,3.37,4.36,103.55,0
365,20,InvestmentBanking,30,1.2,1.18,4.04,3.35,4.42,103.55,0
367,20,Compliance,31,1.2,0.84,2.91,3.05,3.82,103.55,0
368,20,Fintech,29,1.2,0.98,4.27,1.73,3.68,103.55,0
369,20,EquityResearch,28,1.1,0.96,3.07,3.42,4.05,103.55,0
370,20,EquityResearch,24,1.1,1.08,3.4,3.08,4.48,103.55,0
371,20,EquityResearch,60,1.0,0.84,2.5,3.39,3.36,103.55,0
372,20,Compliance,26,1.0,0.97,3.15,3.89,3.87,103.55,0
373,20,Fintech,38,1.0,0.87,3.88,3.83,4.16,103.55,0
374,20,RetailBanking,58,1.0,1.08,3.73,2.94,4.79,103.55,0
375,20,EquityResearch,38,0.9,0.92,3.35,2.5,3.03,103.55,0
376,20,RetailBanking,32,0.9,0.85,3.02,3.92,4.22,103.55,0
377,20,Compliance,52,0.8,1.11,3.25,2.32,2.45,103.55,0
378,20,InvestmentBanking,23,0.8,1.06,4.19,3.18,4.76,103.55,0
379,20,WealthManagement,42,0.8,1.16,3.8,2.84,4.0,103.55,0
380,20,Operations,34,0.8,1.16,4.26,2.71,3.55,103.55,0
381,20,WealthManagement,27,0.8,1.07,3.67,2.05,4.19,103.55,0
383,20,Operations,50,0.8,1.09,3.57,3.83,2.62,103.55,0
384,20,WealthManagement,36,0.8,1.0,3.78,3.95,3.98,103.55,0
385,20,RetailBanking,23,0.7,0.93,2.4,4.68,4.0,103.55,0
386,20,RetailBanking,57,0.7,0.86,4.97,1.91,3.68,103.55,0
387,20,WealthManagement,51,0.7,1.06,3.39,4.0,3.29,103.55,0
388,20,Compliance,27,0.7,0.88,3.73,3.62,3.16,103.55,0
389,20,WealthManagement,60,0.7,1.02,3.54,2.35,4.04,103.55,0
390,20,InvestmentBanking,59,0.7,0.99,3.33,4.64,4.52,103.55,0
391,20,Operations,54,0.7,0.92,4.7,3.3,3.45,103.55,0
392,20,RetailBanking,22,0.6,0.99,3.37,2.94,3.48,103.55,0
394,20,EquityResearch,26,0.5,1.42,2.85,2.16,4.46,103.55,0
395,20,Fintech,39,0.5,1.19,4.99,2.82,4.44,103.55,0
396,20,WealthManagement,54,0.5,0.91,3.37,2.57,4.33,103.55,0
397,20,Risk,58,0.5,0.82,2.97,3.71,3.79,103.55,1
398,20,Fintech,51,0.5,1.05,3.55,3.44,4.77,103.55,0
399,20,Operations,36,0.4,1.15,2.36,2.08,4.39,103.55,0
400,20,Fintech,24,0.4,1.25,2.74,2.04,4.7,103.55,0
401,20,Compliance,45,0.4,1.29,3.91,3.53,3.68,103.55,0
402,20,Operations,48,0.3,0.94,4.17,2.71,3.07,103.55,0
403,20,Operations,30,0.3,1.41,3.92,2.75,4.11,103.55,0
405,20,EquityResearch,27,0.2,1.28,3.72,3.16,2.84,103.55,0
406,20,Fintech,32,0.2,1.16,3.03,4.69,3.75,103.55,0
407,20,InvestmentBanking,45,0.2,0.83,3.92,2.56,3.99,103.55,0
408,20,RetailBanking,34,0.1,1.0,4.94,3.47,3.38,103.55,0
409,20,Risk,34,0.1,1.05,3.96,3.24,2.89,103.55,0
410,20,Compliance,61,0.1,1.19,4.51,3.86,3.96,103.55,0
411,20,EquityResearch,28,0.1,1.11,2.97,4.18,4.45,103.55,0
412,20,Fintech,55,0.1,0.91,4.67,3.19,3.93,103.55,0
413,20,EquityResearch,33,0.1,1.61,4.78,2.4,2.89,103.55,0
414,20,RetailBanking,43,0.1,0.93,3.11,1.66,3.71,103.55,0
3,21,InvestmentBanking,41,2.9,0.92,4.09,3.17,3.69,103.82,0
11,21,InvestmentBanking,58,3.8,0.9,3.22,3.68,3.54,103.82,0
12,21,InvestmentBanking,55,8.7,1.08,2.92,2.95,3.57,103.82,0
13,21,InvestmentBanking,52,4.3,0.93,3.42,3.51,4.2,103.82,0
15,21,InvestmentBanking,60,17.5,1.36,3.27,3.72,3.24,103.82,0
16,21,InvestmentBanking,34,3.2,0.95,2.1,3.5,3.94,103.82,0
17,21,InvestmentBanking,31,5.5,0.98,3.74,3.22,4.76,103.82,0
18,21,InvestmentBanking,49,2.7,0.95,4.89,3.78,4.01,103.82,0
19,21,InvestmentBanking,28,15.7,1.18,3.16,2.24,4.18,103.82,0
22,21,InvestmentBanking,24,10.0,1.13,2.06,2.03,3.51,103.82,0
23,21,InvestmentBanking,35,5.4,1.17,4.94,2.85,3.09,103.82,0
24,21,InvestmentBanking,25,4.3,1.12,4.37,2.57,4.36,103.82,0
25,21,InvestmentBanking,35,12.8,1.16,4.1,2.88,3.06,103.82,0
27,21,InvestmentBanking,54,16.2,1.42,4.63,3.33,3.07,103.82,0
32,21,InvestmentBanking,50,7.9,1.02,3.07,3.37,3.91,103.82,0
34,21,InvestmentBanking,42,23.6,1.58,2.88,2.74,2.51,103.82,0
35,21,InvestmentBanking,45,14.5,1.15,3.69,1.97,2.92,103.82,0
37,21,EquityResearch,29,4.5,0.87,4.21,3.5,3.57,103.82,0
42,21,EquityResearch,56,9.0,1.09,3.56,3.02,3.89,103.82,0
44,21,EquityResearch,40,2.7,0.83,3.43,3.16,3.17,103.82,0
47,21,EquityResearch,51,17.6,1.4,4.17,4.47,4.24,103.82,0
50,21,EquityResearch,42,7.1,1.07,4.53,1.76,3.45,103.82,0
52,21,EquityResearch,37,6.8,1.07,2.39,3.1,3.71,103.82,0
53,21,EquityResearch,29,17.6,1.23,4.4,2.68,3.31,103.82,0
54,21,EquityResearch,55,4.5,1.04,4.09,3.79,4.13,103.82,0
55,21,EquityResearch,58,19.6,1.28,3.51,3.28,4.59,103.82,0
57,21,EquityResearch,28,4.2,1.04,3.8,3.73,3.94,103.82,0
60,21,EquityResearch,26,9.9,1.11,4.56,4.13,3.76,103.82,0
64,21,Risk,42,6.5,1.03,4.13,4.12,3.59,103.82,0
65,21,Risk,47,3.7,0.98,3.79,3.11,4.01,103.82,0
69,21,Risk,50,2.6,0.95,2.96,3.2,5.0,103.82,0
70,21,Risk,44,13.5,1.26,3.71,3.08,3.33,103.82,0
73,21,Risk,30,13.5,0.93,2.97,4.89,4.06,103.82,0
74,21,Risk,36,11.7,1.01,3.55,3.14,4.27,103.82,0
75,21,Risk,45,3.7,0.94,4.86,2.52,3.27,103.82,0
77,21,Risk,42,3.2,0.83,3.56,2.1,4.18,103.82,0
78,21,Risk,43,11.3,0.9,2.01,2.62,3.95,103.82,0
79,21,Risk,49,14.5,1.24,2.93,3.69,4.2,103.82,0
80,21,Risk,57,8.7,1.22,3.6,2.99,3.35,103.82,0
81,21,Risk,58,4.7,0.9,3.79,3.24,3.34,103.82,0
82,21,Risk,37,5.0,0.94,3.76,3.33,2.93,103.82,0
83,21,Risk,24,6.1,0.95,2.42,4.14,4.55,103.82,0
85,21,Risk,53,5.6,0.94,4.68,2.34,3.95,103.82,0
89,21,Risk,51,5.1,0.99,2.16,3.7,3.94,103.82,0
91,21,Risk,40,9.4,1.18,1.68,4.33,5.0,103.82,0
93,21,Risk,37,5.2,1.16,3.23,2.96,3.71,103.82,0
94,21,Risk,46,19.0,1.36,5.0,3.08,4.8,103.82,0
97,21,Risk,60,8.9,0.9,3.89,2.7,3.01,103.82,0
98,21,Risk,36,3.0,1.17,4.22,3.08,4.29,103.82,0
100,21,Risk,50,19.7,1.41,4.13,1.62,3.3,103.82,0
101,21,Compliance,25,9.7,0.98,3.52,3.98,3.65,103.82,0
102,21,Compliance,28,3.3,0.99,2.6,3.59,3.67,103.82,0
103,21,Compliance,40,2.6,0.93,3.47,3.05,3.07,103.82,0
104,21,Compliance,37,6.1,0.94,3.56,3.99,2.43,103.82,0
106,21,Compliance,52,2.8,0.97,3.85,3.31,4.27,103.82,0
108,21,Compliance,24,3.2,1.13,3.11,2.57,3.81,103.82,0
111,21,Compliance,37,2.6,0.81,4.43,4.41,4.62,103.82,0
115,21,Compliance,50,5.9,1.05,4.26,3.92,3.82,103.82,0
118,21,Compliance,27,7.7,1.04,3.95,2.4,3.51,103.82,0
120,21,Compliance,39,7.7,1.04,3.89,4.29,3.12,103.82,0
126,21,Compliance,42,6.8,1.01,4.46,3.24,2.66,103.82,0
127,21,Compliance,28,6.8,1.01,3.33,3.36,4.37,103.82,0
129,21,Compliance,57,8.8,1.02,3.25,2.98,4.43,103.82,0
130,21,Compliance,47,16.3,1.26,3.67,3.27,3.71,103.82,0
133,21,Compliance,45,5.8,0.82,2.73,3.28,3.46,103.82,0
134,21,Compliance,44,3.3,0.95,2.94,3.25,3.8,103.82,1
135,21,Compliance,62,9.3,1.27,4.42,2.39,3.75,103.82,0
136,21,WealthManagement,25,3.8,1.02,3.7,4.04,3.97,103.82,0
139,21,WealthManagement,55,5.7,0.97,3.46,3.18,2.98,103.82,0
142,21,WealthManagement,62,6.4,1.08,3.8,3.64,2.96,103.82,0
144,21,WealthManagement,38,8.9,1.1,4.07,3.28,3.88,103.82,0
149,21,WealthManagement,34,9.2,1.26,3.82,2.85,4.09,103.82,0
150,21,WealthManagement,40,12.6,1.26,4.24,3.67,3.23,103.82,0
151,21,WealthManagement,45,2.6,0.89,2.8,2.82,4.13,103.82,0
152,21,WealthManagement,57,6.8,0.91,3.62,4.91,2.97,103.82,0
153,21,WealthManagement,33,11.1,1.2,3.58,3.09,4.67,103.82,0
156,21,WealthManagement,40,6.0,1.04,3.68,3.09,4.06,103.82,0
157,21,WealthManagement,34,15.4,1.16,2.63,3.66,3.63,103.82,0
158,21,WealthManagement,46,6.7,1.12,2.9,4.06,4.75,103.82,0
165,21,WealthManagement,54,10.1,0.82,3.17,3.21,4.21,103.82,0
167,21,WealthManagement,50,8.6,1.1,5.0,1.48,2.95,103.82,0
170,21,WealthManagement,54,13.0,1.14,3.4,3.49,3.01,103.82,0
171,21,WealthManagement,46,19.2,1.43,2.28,2.98,4.02,103.82,0
172,21,WealthManagement,30,5.2,1.18,3.18,3.73,4.96,103.82,0
175,21,WealthManagement,34,5.2,0.94,2.85,1.34,2.97,103.82,0
176,21,WealthManagement,28,10.1,1.09,3.58,4.1,4.05,103.82,0
180,21,WealthManagement,41,11.1,1.03,3.19,2.11,4.38,103.82,0
182,21,WealthManagement,27,4.0,1.06,4.06,2.89,3.77,103.82,0
185,21,WealthManagement,53,13.3,1.07,3.53,3.38,3.0,103.82,0
187,21,RetailBanking,45,10.7,0.97,2.64,2.52,3.83,103.82,0
190,21,RetailBanking,36,4.1,0.96,2.09,4.03,3.34,103.82,0
191,21,RetailBanking,50,4.9,0.85,4.47,3.41,2.85,103.82,0
192,21,RetailBanking,29,4.9,0.76,4.51,3.39,4.05,103.82,0
194,21,RetailBanking,25,15.6,1.3,3.75,2.69,4.35,103.82,0
196,21,RetailBanking,45,8.9,1.04,3.81,3.84,2.76,103.82,0
197,21,RetailBanking,36,2.7,0.9,4.62,4.07,4.38,103.82,0
198,21,RetailBanking,57,14.6,1.27,3.76,3.32,3.97,103.82,0
200,21,RetailBanking,27,3.9,0.94,3.01,4.23,3.47,103.82,0
201,21,RetailBanking,30,3.1,1.13,3.51,3.6,2.95,103.82,0
202,21,RetailBanking,33,2.6,0.88,2.44,3.69,3.95,103.82,0
203,21,RetailBanking,45,6.4,1.05,4.59,2.1,4.56,103.82,0
206,21,RetailBanking,52,2.6,0.85,2.99,2.06,3.94,103.82,0
208,21,RetailBanking,47,3.4,0.95,4.65,4.26,3.62,103.82,0
209,21,RetailBanking,43,2.7,0.97,2.78,4.23,3.73,103.82,0
210,21,RetailBanking,58,8.3,1.26,4.47,2.69,3.29,103.82,0
212,21,RetailBanking,29,3.3,0.83,3.12,3.09,5.0,103.82,0
214,21,RetailBanking,52,4.3,0.98,3.91,3.33,3.43,103.82,0
215,21,RetailBanking,29,8.6,0.97,3.32,3.43,3.11,103.82,0
216,21,RetailBanking,56,13.7,1.14,4.42,3.43,3.67,103.82,0
218,21,RetailBanking,36,3.7,0.81,2.44,4.12,3.61,103.82,0
219,21,RetailBanking,58,13.2,1.17,4.28,4.04,3.7,103.82,0
220,21,RetailBanking,43,8.9,1.16,4.73,2.38,5.0,103.82,0
223,21,RetailBanking,30,3.0,0.84,3.15,2.24,3.42,103.82,0
226,21,RetailBanking,34,4.7,1.01,2.14,2.32,3.82,103.82,0
227,21,RetailBanking,46,6.6,1.13,4.31,2.71,3.73,103.82,0
228,21,RetailBanking,53,6.9,1.08,3.15,2.23,2.95,103.82,0
229,21,RetailBanking,49,7.1,1.1,3.72,3.37,4.75,103.82,0
230,21,RetailBanking,53,11.0,1.32,2.37,2.98,4.61,103.82,0
231,21,RetailBanking,35,12.9,1.16,3.64,3.02,3.77,103.82,0
234,21,RetailBanking,33,2.8,0.97,2.69,3.3,3.79,103.82,0
237,21,RetailBanking,47,10.0,1.03,4.64,3.58,3.57,103.82,0
238,21,RetailBanking,44,3.0,0.88,4.26,3.29,5.0,103.82,0
240,21,RetailBanking,35,25.3,1.45,3.54,3.52,3.66,103.82,0
242,21,RetailBanking,46,4.7,0.96,2.9,3.37,3.72,103.82,0
245,21,RetailBanking,53,4.8,1.13,4.06,3.92,3.7,103.82,0
247,21,Fintech,37,3.7,0.88,2.67,2.74,4.95,103.82,0
249,21,Fintech,49,5.8,0.85,4.35,2.24,3.69,103.82,0
250,21,Fintech,55,3.5,0.99,3.99,2.28,4.2,103.82,0
251,21,Fintech,58,3.6,0.95,4.19,2.66,3.43,103.82,0
254,21,Fintech,27,4.1,1.02,3.24,3.25,3.02,103.82,0
255,21,Fintech,43,11.1,1.11,4.0,2.41,4.68,103.82,0
257,21,Fintech,42,3.0,0.94,3.29,3.39,3.62,103.82,0
258,21,Fintech,53,2.6,0.89,3.35,2.89,3.78,103.82,0
259,21,Fintech,37,7.3,1.02,2.01,3.53,3.8,103.82,0
261,21,Fintech,47,11.0,1.02,4.44,4.06,4.19,103.82,0
263,21,Fintech,34,4.6,1.04,3.99,3.35,3.64,103.82,0
266,21,Fintech,35,3.1,0.94,3.34,3.93,4.04,103.82,0
267,21,Fintech,48,8.5,1.06,4.39,3.4,3.89,103.82,0
268,21,Fintech,31,4.7,0.96,4.35,2.81,3.43,103.82,0
269,21,Fintech,47,9.3,0.98,4.96,4.2,2.82,103.82,0
270,21,Fintech,25,2.9,0.89,1.88,3.39,3.16,103.82,0
272,21,Fintech,25,6.3,0.9,3.58,2.45,3.47,103.82,0
273,21,Fintech,32,3.7,0.97,2.56,3.22,3.89,103.82,0
274,21,Fintech,62,16.6,1.26,3.96,1.16,4.51,103.82,0
280,21,Operations,54,2.6,0.73,3.39,2.48,4.34,103.82,0
